id;NU_ANO_CENSO;CO_IES;CO_CURSO;TP_TURNO;TP_GRAU_ACADEMICO;TP_MODALIDADE_ENSINO;ID_ALUNO;CO_ALUNO_CURSO;TP_COR_RACA;TP_SEXO;NU_ANO_NASCIMENTO;NU_MES_NASCIMENTO;NU_DIA_NASCIMENTO;NU_IDADE;TP_NACIONALIDADE;IN_DEFICIENCIA;TP_SITUACAO;QT_CARGA_HORARIA_TOTAL;QT_CARGA_HORARIA_INTEG;DT_INGRESSO_CURSO;IN_INGRESSO_VESTIBULAR;IN_INGRESSO_ENEM;IN_INGRESSO_VAGA_REMANESC;IN_INGRESSO_EGRESSO;IN_RESERVA_VAGAS;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTRA;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;ATIV_EXTRA;IN_COMPLEMENTAR_ESTAGIO;IN_COMPLEMENTAR_EXTENSAO;IN_COMPLEMENTAR_MONITORIA;IN_COMPLEMENTAR_PESQUISA;IN_BOLSA_ESTAGIO;IN_BOLSA_EXTENSAO;IN_BOLSA_MONITORIA;IN_BOLSA_PESQUISA;TP_ESCOLA_CONCLUSAO_ENS_MEDIO;IN_MATRICULA;IN_CONCLUINTE;IN_INGRESSO_TOTAL;NU_ANO_INGRESSO;TP_COR_RACA_AGRUP;TIPO_INGRESSO;DT_NASCIMENTO;SEMESTRE_INGRESSO;ANO_SEMESTRE_INGRESSO;TP_SITUACAO_AGRUP;NU_CARGA_HORARIA;NO_CURSO;IDADE_INGRESSO;SEMESTRE_CONCLUSAO;DT_CONCLUSAO;TEMP_SEMEST_ATE_FORMAT;TEMP_SEMEST_Cursando;TEMPOS;IN_CENSURA;AREA_INGRESSO;NU_CARGA_HORARIA_NOVA;PCT_INTEG;PCT_INTEG_INTERV;INTEG_SEMEST;IN_EVASAO;TP_SITUACAO_NOVA;INGRESSO_ENEM;TEMP_SEMEST_Cursando_retido;TP_SITUACAO_NEW;EVENTOS_COD;CENSURA;status_cens;RESERVA_ESCOLA
333;2019;578;117052;Noturno;Licenciatura;1;BA8E0786F2F8C7C450C57EE009B7AF8A;44292601;Branca;Masculino;1992;7;21;27;Brasileira;Não;Cursando;3192;1020;01/01/2011;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Branca e Amarela;Vestibular;21/07/1992;1º semestre;2011,1;Cursando;3226;Matemática;18;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3158;32,3;(25,50];9;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
334;2019;578;117052;Noturno;Licenciatura;1;561606DE4D7AE4B41D7D003A7C61621F;44537717;Não declarou;Masculino;1992;6;28;27;Brasileira;Não;Cursando;3192;680;01/01/2011;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2011;Não declarou;Vestibular;28/06/1992;1º semestre;2011,1;Cursando;3226;Matemática;19;Não concluinte;Não concluinte;NA;18;18;0;Area 1;3158;21,53;[0,25];9;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/privada
335;2019;578;117052;Noturno;Licenciatura;1;F88147FA9CD4FE1FFC171FA20A8AA322;44468128;Parda;Masculino;1968;12;11;51;Brasileira;Não;Cursando;3192;1496;01/01/2015;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2015;Preta, Parda e Indígena;Enem;11/12/1968;1º semestre;2015,1;Cursando;3226;Matemática;46;Não concluinte;Não concluinte;NA;10;10;0;Area 1;3226;46,37;(25,50];6;Evadido;Evadido;1;retido;Retido;3;1;1;SemReserva/pública
336;2019;578;117052;Noturno;Licenciatura;1;BE51D68BF409FE8B999E8970C11F7192;44464699;Parda;Masculino;1993;12;29;26;Brasileira;Não;Cursando;3192;0;01/01/2017;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2017;Preta, Parda e Indígena;Enem;29/12/1993;1º semestre;2017,1;Cursando;3226;Matemática;23;Não concluinte;Não concluinte;NA;6;6;0;Area 1;3226;0;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;SemReserva/privada
337;2019;578;117052;Noturno;Licenciatura;1;EB24EEB48B9DC68E9B1D5354910E1F1C;44466354;Parda;Masculino;1993;2;27;26;Brasileira;Não;Cursando;3192;0;01/01/2018;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Preta, Parda e Indígena;Enem;27/02/1993;1º semestre;2018,1;Cursando;3226;Matemática;25;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;0;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;SemReserva/privada
338;2019;578;117052;Noturno;Licenciatura;1;E818B49DBAAD8DEFE89E92D687C6572C;41513241;Parda;Masculino;1991;10;6;28;Brasileira;Não;Cursando;3192;0;01/01/2018;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Preta, Parda e Indígena;Enem;06/10/1991;1º semestre;2018,1;Cursando;3226;Matemática;26;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;0;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
339;2019;578;117052;Noturno;Licenciatura;1;EA59E395FD7467101C66990C417F3EF2;44536054;Preta;Masculino;1979;7;6;40;Brasileira;Não;Cursando;3192;646;01/01/2012;Sim;Não;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;06/07/1979;1º semestre;2012,1;Cursando;3226;Matemática;33;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3158;20,46;[0,25];9;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/pública
340;2019;578;117052;Noturno;Licenciatura;1;C7C94F705648916010F2D359D0B4719C;44534797;Parda;Masculino;1980;6;20;39;Brasileira;Não;Cursando;3192;782;01/01/2012;Sim;Não;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2012;Preta, Parda e Indígena;Vestibular;20/06/1980;1º semestre;2012,1;Cursando;3226;Matemática;32;Não concluinte;Não concluinte;NA;16;16;0;Area 1;3158;24,76;[0,25];9;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/pública
341;2019;578;117052;Noturno;Licenciatura;1;BD257F8A7D62F66CACDAA1C45CAB3B80;43363691;Parda;Feminino;1993;1;7;26;Brasileira;Não;Cursando;3192;638;01/01/2014;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2014;Preta, Parda e Indígena;Enem;07/01/1993;1º semestre;2014,1;Cursando;3226;Matemática;21;Não concluinte;Não concluinte;NA;12;12;0;Area 1;3226;19,78;[0,25];6;Evadido;Evadido;1;retido;Retido;3;1;1;SemReserva/pública
342;2019;578;117052;Noturno;Licenciatura;1;174187C95A5431BAFCA62F13705DFF30;44293435;Parda;Masculino;1993;1;17;26;Brasileira;Não;Cursando;3192;2693;01/01/2014;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2014;Preta, Parda e Indígena;Enem;17/01/1993;1º semestre;2014,1;Cursando;3226;Matemática;21;Não concluinte;Não concluinte;NA;12;12;0;Area 1;3226;83,48;(75,100];6;Cursando;Cursando;1;Cursando;Cursando;0;0;0;Reserva/pública
343;2019;578;117052;Noturno;Licenciatura;1;70F56B38462F15AB955ACD18E54839CA;44531582;Parda;Masculino;1974;2;16;45;Brasileira;Não dispõe de informação (Não resposta);Cursando;3192;136;01/01/2018;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Preta, Parda e Indígena;Enem;16/02/1974;1º semestre;2018,1;Cursando;3226;Matemática;44;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;4,22;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
344;2019;578;117052;Noturno;Licenciatura;1;176A6D1305CA4FA11F4350CAB8E826E3;44535457;Não declarou;Masculino;1983;9;29;36;Brasileira;Não dispõe de informação (Não resposta);Cursando;3192;0;01/01/2017;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2017;Não declarou;Enem;29/09/1983;1º semestre;2017,1;Cursando;3226;Matemática;33;Não concluinte;Não concluinte;NA;6;6;0;Area 1;3226;0;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;SemReserva/privada
345;2019;578;117052;Noturno;Licenciatura;1;51A81F6491C9BA019CE2360327A97898;41969320;Preta;Masculino;1989;1;30;30;Brasileira;Não;Cursando;3192;340;01/01/2016;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2016;Preta, Parda e Indígena;Enem;30/01/1989;1º semestre;2016,1;Cursando;3226;Matemática;27;Não concluinte;Não concluinte;NA;8;8;0;Area 1;3226;10,54;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
346;2019;578;117052;Noturno;Licenciatura;1;B07E320356F2E344B7032DE4407B0B23;44533212;Parda;Masculino;1974;11;3;45;Brasileira;Não;Cursando;3192;646;01/01/2016;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2016;Preta, Parda e Indígena;Enem;03/11/1974;1º semestre;2016,1;Cursando;3226;Matemática;41;Não concluinte;Não concluinte;NA;8;8;0;Area 1;3226;20,02;[0,25];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
347;2019;578;117052;Noturno;Licenciatura;1;971FCF197442E01F0FA3D26758BA9D16;44297857;Parda;Masculino;1994;6;20;25;Brasileira;Não;Cursando;3192;1224;01/01/2018;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Preta, Parda e Indígena;Enem;20/06/1994;1º semestre;2018,1;Cursando;3226;Matemática;24;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;37,94;(25,50];6;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
348;2019;578;117052;Noturno;Licenciatura;1;21EA712C44B4BB342F66A7E217889028;44534295;Não declarou;Masculino;1979;8;14;40;Brasileira;Não;Cursando;3192;1360;01/07/2013;Não;Não;Sim;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Não declarou;Vagas Remanescentes;14/08/1979;2º semestre;2013,2;Cursando;3226;Matemática;34;Não concluinte;Não concluinte;NA;13;13;0;Area 1;3158;43,07;(25,50];6;Evadido;Evadido;0;retido;Retido;3;1;1;SemReserva/pública
349;2019;578;117052;Noturno;Licenciatura;1;5261717A4497636A312C230CC3CE243A;44572122;Preta;Masculino;1979;1;19;40;Brasileira;Não;Cursando;3192;918;01/01/2013;Sim;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Preta, Parda e Indígena;Vestibular;19/01/1979;1º semestre;2013,1;Cursando;3226;Matemática;34;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3158;29,07;(25,50];6;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/pública
350;2019;578;117052;Noturno;Licenciatura;1;7038C312102379C9B6CB5E185650C2F2;44466111;Parda;Masculino;1963;9;7;56;Brasileira;Não;Cursando;3192;578;01/01/2013;Sim;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2013;Preta, Parda e Indígena;Vestibular;07/09/1963;1º semestre;2013,1;Cursando;3226;Matemática;49;Não concluinte;Não concluinte;NA;14;14;0;Area 1;3158;18,3;[0,25];6;Evadido;Evadido;0;retido;Retido;3;1;1;Reserva/pública
